Time (s),Vibration Amplitude (m)
1.5666666666666667,-0.0779836506038468
1.5833333333333333,-0.07472970563860336
1.6,-0.048782812498260775
1.6166666666666667,-0.007651445467169183
1.6333333333333333,0.04073293662259664
1.65,0.0728306978220175
1.6666666666666667,0.07965120535800493
1.6833333333333333,0.06253575529893456
1.7,0.02344146099318026
1.7166666666666666,-0.0176626906012099
1.7333333333333334,-0.05753420075106013
1.75,-0.07843414671560243
1.7666666666666666,-0.07509972448118406
1.7833333333333334,-0.0470652844627983
1.8,-0.01028940174951319
1.8166666666666667,0.032695707252752476
1.8333333333333333,0.06465298629640706
1.85,0.07999618103642957
1.8666666666666667,0.06860727880852335
1.8833333333333333,0.03411622382419114
1.9,-0.007941502838463186
1.9166666666666667,-0.045792180689462676
1.9333333333333333,-0.07511233626821671
1.95,-0.07826514383189481
1.9666666666666666,-0.06176907137257621
1.9833333333333334,-0.026841820821645327
2.0,0.01572414588790921
2.0166666666666666,0.0555666283449895
2.033333333333333,0.07681873705773638
2.05,0.07737166355450746
2.066666666666667,0.05647538773018127
2.0833333333333335,0.017751230717702595
2.1,-0.026395745825485078
2.1166666666666667,-0.06146739070007268
2.1333333333333333,-0.07916567673801198
2.15,-0.07253439435294247
2.1666666666666665,-0.045523691473153285
2.183333333333333,-0.010001395336822448
2.2,0.030019119054515854
2.216666666666667,0.06338815290892623
2.2333333333333334,0.07982507460691822
2.25,0.06445987397208187
2.2666666666666666,0.029446017899783735
2.283333333333333,-0.012197198449050664
2.3,-0.04797188828957632
2.316666666666667,-0.07624178149452818
2.3333333333333335,-0.07705312914192518
2.35,-0.05560637394784087
2.3666666666666667,-0.012629401588060103
2.3833333333333333,0.030523756522594567
2.4,0.0651415426402089
2.4166666666666665,0.07922477426061739
2.433333333333333,0.07334818951444741
2.45,0.047139555285065325
2.466666666666667,0.007200113659563241
2.4833333333333334,-0.03334069269959732
2.5,-0.06598527721460547
2.5166666666666666,-0.07993303247660494
2.533333333333333,-0.0709935396105638
2.55,-0.04056105558144576
2.566666666666667,0.0030619698918297467
2.5833333333333335,0.044394743147938086
2.6,0.07263324447646415
2.6166666666666667,0.07913147185644709
2.6333333333333333,0.06233200099795079
2.65,0.032862346684300936
2.6666666666666665,-0.0037339486391352555
2.683333333333333,-0.04362026847691507
2.7,-0.0725797471218006
2.716666666666667,-0.07846990853416946
2.7333333333333334,-0.058758466162247724
2.75,-0.022485020986872325
2.7666666666666666,0.017075505860680528
2.783333333333333,0.05184871782621098
2.8,0.07499230088509819
2.816666666666667,0.07916851772114378
